lat,lon,tas_anomaly,year,scenario
-67.8169,273.75,3.309,2070,ssp245
-67.8169,283.75,3.873,2070,ssp245
-67.8169,293.75,3.017,2070,ssp245
-67.8169,303.75,3.065,2070,ssp245
-67.8169,313.75,3.696,2070,ssp245
-67.8169,323.75,3.152,2070,ssp245
-67.8169,333.75,2.292,2070,ssp245
-67.8169,343.75,1.3,2070,ssp245
-67.8169,353.75,0.556,2070,ssp245
-62.746475,3.75,0.749,2070,ssp245
-62.746475,13.75,1.285,2070,ssp245
-62.746475,23.75,1.245,2070,ssp245
-62.746475,33.75,1.396,2070,ssp245
-62.746475,43.75,2.141,2070,ssp245
-62.746475,53.75,2.25,2070,ssp245
-62.746475,63.75,2.811,2070,ssp245
-62.746475,73.75,3.384,2070,ssp245
-62.746475,83.75,2.738,2070,ssp245
-62.746475,93.75,3.293,2070,ssp245
-62.746475,103.75,3.376,2070,ssp245
-62.746475,113.75,3.328,2070,ssp245
-62.746475,123.75,2.816,2070,ssp245
-62.746475,133.75,2.471,2070,ssp245
-62.746475,143.75,2.295,2070,ssp245
-62.746475,153.75,1.4,2070,ssp245
-62.746475,163.75,0.449,2070,ssp245
-62.746475,173.75,0.743,2070,ssp245
-62.746475,183.75,0.576,2070,ssp245
-62.746475,193.75,0.684,2070,ssp245
-62.746475,203.75,0.766,2070,ssp245
-62.746475,213.75,0.713,2070,ssp245
-62.746475,223.75,0.751,2070,ssp245
-62.746475,233.75,0.887,2070,ssp245
-62.746475,243.75,1.298,2070,ssp245
-62.746475,253.75,1.404,2070,ssp245
-62.746475,263.75,1.631,2070,ssp245
-62.746475,273.75,2.564,2070,ssp245
-62.746475,283.75,3.382,2070,ssp245
-62.746475,293.75,3.39,2070,ssp245
-62.746475,303.75,2.33,2070,ssp245
-62.746475,313.75,2.884,2070,ssp245
-62.746475,323.75,3.262,2070,ssp245
-62.746475,333.75,2.791,2070,ssp245
-62.746475,343.75,2.07,2070,ssp245
-62.746475,353.75,1.009,2070,ssp245
-57.676056,3.75,1.224,2070,ssp245
-57.676056,13.75,1.076,2070,ssp245
-57.676056,23.75,1.106,2070,ssp245
-57.676056,33.75,1.392,2070,ssp245
-57.676056,43.75,1.83,2070,ssp245
-57.676056,53.75,2.085,2070,ssp245
-57.676056,63.75,2.167,2070,ssp245
-57.676056,73.75,2.534,2070,ssp245
-57.676056,83.75,2.355,2070,ssp245
-57.676056,93.75,2.115,2070,ssp245
-57.676056,103.75,1.924,2070,ssp245
-57.676056,113.75,1.818,2070,ssp245
-57.676056,123.75,1.724,2070,ssp245
-57.676056,133.75,1.506,2070,ssp245
-57.676056,143.75,1.531,2070,ssp245
-57.676056,153.75,1.72,2070,ssp245
-57.676056,163.75,1.342,2070,ssp245
-57.676056,173.75,0.891,2070,ssp245
-57.676056,183.75,0.507,2070,ssp245
-57.676056,193.75,0.2,2070,ssp245
-57.676056,203.75,-0.079,2070,ssp245
-57.676056,213.75,-0.027,2070,ssp245
-57.676056,223.75,0.302,2070,ssp245
-57.676056,233.75,0.791,2070,ssp245
-57.676056,243.75,1.104,2070,ssp245
-57.676056,253.75,1.335,2070,ssp245
-57.676056,263.75,1.46,2070,ssp245
-57.676056,273.75,1.563,2070,ssp245
-57.676056,283.75,1.727,2070,ssp245
-57.676056,293.75,2.151,2070,ssp245
-57.676056,303.75,2.66,2070,ssp245
-57.676056,313.75,2.951,2070,ssp245
-57.676056,323.75,3.464,2070,ssp245
-57.676056,333.75,3.281,2070,ssp245
-57.676056,343.75,2.638,2070,ssp245
-57.676056,353.75,2.007,2070,ssp245
-52.605633,3.75,1.706,2070,ssp245
-52.605633,13.75,1.436,2070,ssp245
-52.605633,23.75,1.429,2070,ssp245
-52.605633,33.75,1.576,2070,ssp245
-52.605633,43.75,1.746,2070,ssp245
-52.605633,53.75,1.893,2070,ssp245
-52.605633,63.75,2.054,2070,ssp245
-52.605633,73.75,2.121,2070,ssp245
-52.605633,83.75,1.962,2070,ssp245
-52.605633,93.75,1.796,2070,ssp245
-52.605633,103.75,1.674,2070,ssp245
-52.605633,113.75,1.664,2070,ssp245
-52.605633,123.75,1.651,2070,ssp245
-52.605633,133.75,1.634,2070,ssp245
-52.605633,143.75,1.757,2070,ssp245
-52.605633,153.75,1.685,2070,ssp245
-52.605633,163.75,1.295,2070,ssp245
-52.605633,173.75,1.089,2070,ssp245
-52.605633,183.75,0.932,2070,ssp245
-52.605633,193.75,0.662,2070,ssp245
-52.605633,203.75,0.537,2070,ssp245
-52.605633,213.75,0.859,2070,ssp245
-52.605633,223.75,1.055,2070,ssp245
-52.605633,233.75,1.216,2070,ssp245
-52.605633,243.75,1.323,2070,ssp245
-52.605633,253.75,1.429,2070,ssp245
-52.605633,263.75,1.453,2070,ssp245
-52.605633,273.75,1.468,2070,ssp245
-52.605633,283.75,1.436,2070,ssp245
-52.605633,293.75,1.72,2070,ssp245
-52.605633,303.75,1.82,2070,ssp245
-52.605633,313.75,2.272,2070,ssp245
-52.605633,323.75,2.744,2070,ssp245
-52.605633,333.75,2.628,2070,ssp245
-52.605633,343.75,2.33,2070,ssp245
-52.605633,353.75,2.062,2070,ssp245
-47.535213,3.75,1.929,2070,ssp245
-47.535213,13.75,1.928,2070,ssp245
-47.535213,23.75,1.847,2070,ssp245
-47.535213,33.75,2.014,2070,ssp245
-47.535213,43.75,2.302,2070,ssp245
-47.535213,53.75,2.514,2070,ssp245
-47.535213,63.75,2.643,2070,ssp245
-47.535213,73.75,2.67,2070,ssp245
-47.535213,83.75,2.336,2070,ssp245
-47.535213,93.75,1.926,2070,ssp245
-47.535213,103.75,1.87,2070,ssp245
-47.535213,113.75,1.793,2070,ssp245
-47.535213,123.75,1.668,2070,ssp245
-47.535213,133.75,1.696,2070,ssp245
-47.535213,143.75,1.765,2070,ssp245
-47.535213,153.75,1.807,2070,ssp245
-47.535213,163.75,1.67,2070,ssp245
-47.535213,173.75,1.545,2070,ssp245
-47.535213,183.75,1.43,2070,ssp245
-47.535213,193.75,1.271,2070,ssp245
-47.535213,203.75,1.41,2070,ssp245
-47.535213,213.75,1.514,2070,ssp245
-47.535213,223.75,1.452,2070,ssp245
-47.535213,233.75,1.4,2070,ssp245
-47.535213,243.75,1.626,2070,ssp245
-47.535213,253.75,1.717,2070,ssp245
-47.535213,263.75,1.618,2070,ssp245
-47.535213,273.75,1.466,2070,ssp245
-47.535213,283.75,1.746,2070,ssp245
-47.535213,293.75,2.061,2070,ssp245
-47.535213,303.75,1.872,2070,ssp245
-47.535213,313.75,2.324,2070,ssp245
-47.535213,323.75,2.516,2070,ssp245
-47.535213,333.75,2.361,2070,ssp245
-47.535213,343.75,2.106,2070,ssp245
-47.535213,353.75,1.962,2070,ssp245
-42.46479,3.75,2.036,2070,ssp245
-42.46479,13.75,2.059,2070,ssp245
-42.46479,23.75,2.119,2070,ssp245
-42.46479,33.75,2.526,2070,ssp245
-42.46479,43.75,2.767,2070,ssp245
-42.46479,53.75,2.913,2070,ssp245
-42.46479,63.75,3.034,2070,ssp245
-42.46479,73.75,2.883,2070,ssp245
-42.46479,83.75,2.385,2070,ssp245
-42.46479,93.75,1.721,2070,ssp245
-42.46479,103.75,1.431,2070,ssp245
-42.46479,113.75,1.352,2070,ssp245
-42.46479,123.75,1.384,2070,ssp245
-42.46479,133.75,1.642,2070,ssp245
-42.46479,143.75,2.041,2070,ssp245
-42.46479,153.75,2.574,2070,ssp245
-42.46479,163.75,2.301,2070,ssp245
-42.46479,173.75,2.3,2070,ssp245
-42.46479,183.75,1.928,2070,ssp245
-42.46479,193.75,1.72,2070,ssp245
-42.46479,203.75,1.72,2070,ssp245
-42.46479,213.75,1.781,2070,ssp245
-42.46479,223.75,1.639,2070,ssp245
-42.46479,233.75,1.692,2070,ssp245
-42.46479,243.75,2.131,2070,ssp245
-42.46479,253.75,2.16,2070,ssp245
-42.46479,263.75,1.848,2070,ssp245
-42.46479,273.75,1.61,2070,ssp245
-42.46479,283.75,1.71,2070,ssp245
-42.46479,293.75,2.296,2070,ssp245
-42.46479,303.75,2.828,2070,ssp245
-42.46479,313.75,3.041,2070,ssp245
-42.46479,323.75,2.957,2070,ssp245
-42.46479,333.75,2.651,2070,ssp245
-42.46479,343.75,2.511,2070,ssp245
-42.46479,353.75,2.115,2070,ssp245
-37.394363,3.75,1.922,2070,ssp245
-37.394363,13.75,1.84,2070,ssp245
-37.394363,23.75,1.79,2070,ssp245
-37.394363,33.75,1.934,2070,ssp245
-37.394363,43.75,2.115,2070,ssp245
-37.394363,53.75,2.399,2070,ssp245
-37.394363,63.75,2.457,2070,ssp245
-37.394363,73.75,2.459,2070,ssp245
-37.394363,83.75,2.23,2070,ssp245
-37.394363,93.75,1.873,2070,ssp245
-37.394363,103.75,1.472,2070,ssp245
-37.394363,113.75,1.332,2070,ssp245
-37.394363,123.75,1.382,2070,ssp245
-37.394363,133.75,1.615,2070,ssp245
-37.394363,143.75,2.606,2070,ssp245
-37.394363,153.75,3.176,2070,ssp245
-37.394363,163.75,2.737,2070,ssp245
-37.394363,173.75,2.434,2070,ssp245
-37.394363,183.75,2.144,2070,ssp245
-37.394363,193.75,2.121,2070,ssp245
-37.394363,203.75,1.99,2070,ssp245
-37.394363,213.75,2.07,2070,ssp245
-37.394363,223.75,2.002,2070,ssp245
-37.394363,233.75,2.218,2070,ssp245
-37.394363,243.75,2.493,2070,ssp245
-37.394363,253.75,2.323,2070,ssp245
-37.394363,263.75,1.966,2070,ssp245
-37.394363,273.75,1.604,2070,ssp245
-37.394363,283.75,1.334,2070,ssp245
-37.394363,293.75,2.167,2070,ssp245
-37.394363,303.75,2.406,2070,ssp245
-37.394363,313.75,2.529,2070,ssp245
-37.394363,323.75,2.846,2070,ssp245
-37.394363,333.75,2.841,2070,ssp245
-37.394363,343.75,2.6,2070,ssp245
-37.394363,353.75,2.153,2070,ssp245
-32.323944,3.75,1.524,2070,ssp245
-32.323944,13.75,1.554,2070,ssp245
-32.323944,23.75,2.999,2070,ssp245
-32.323944,33.75,2.081,2070,ssp245
-32.323944,43.75,2.302,2070,ssp245
-32.323944,53.75,2.351,2070,ssp245
-32.323944,63.75,2.271,2070,ssp245
-32.323944,73.75,2.117,2070,ssp245
-32.323944,83.75,1.808,2070,ssp245
-32.323944,93.75,1.676,2070,ssp245
-32.323944,103.75,1.411,2070,ssp245
-32.323944,113.75,1.675,2070,ssp245
-32.323944,123.75,1.711,2070,ssp245
-32.323944,133.75,1.939,2070,ssp245
-32.323944,143.75,2.851,2070,ssp245
-32.323944,153.75,2.631,2070,ssp245
-32.323944,163.75,2.401,2070,ssp245
-32.323944,173.75,2.281,2070,ssp245
-32.323944,183.75,2.206,2070,ssp245
-32.323944,193.75,2.185,2070,ssp245
-32.323944,203.75,2.244,2070,ssp245
-32.323944,213.75,2.311,2070,ssp245
-32.323944,223.75,2.349,2070,ssp245
-32.323944,233.75,2.434,2070,ssp245
-32.323944,243.75,2.227,2070,ssp245
-32.323944,253.75,2.065,2070,ssp245
-32.323944,263.75,1.841,2070,ssp245
-32.323944,273.75,1.319,2070,ssp245
-32.323944,283.75,1.013,2070,ssp245
-32.323944,293.75,2.16,2070,ssp245
-32.323944,303.75,2.572,2070,ssp245
-32.323944,313.75,2.401,2070,ssp245
-32.323944,323.75,2.629,2070,ssp245
-32.323944,333.75,2.678,2070,ssp245
-32.323944,343.75,2.395,2070,ssp245
-32.323944,353.75,1.912,2070,ssp245
-27.253521,3.75,1.369,2070,ssp245
-27.253521,13.75,2.042,2070,ssp245
-27.253521,23.75,3.813,2070,ssp245
-27.253521,33.75,2.55,2070,ssp245
-27.253521,43.75,2.174,2070,ssp245
-27.253521,53.75,1.901,2070,ssp245
-27.253521,63.75,1.791,2070,ssp245
-27.253521,73.75,1.414,2070,ssp245
-27.253521,83.75,1.095,2070,ssp245
-27.253521,93.75,1.192,2070,ssp245
-27.253521,103.75,1.468,2070,ssp245
-27.253521,113.75,1.912,2070,ssp245
-27.253521,123.75,2.249,2070,ssp245
-27.253521,133.75,2.359,2070,ssp245
-27.253521,143.75,2.696,2070,ssp245
-27.253521,153.75,2.649,2070,ssp245
-27.253521,163.75,2.355,2070,ssp245
-27.253521,173.75,2.198,2070,ssp245
-27.253521,183.75,2.132,2070,ssp245
-27.253521,193.75,2.172,2070,ssp245
-27.253521,203.75,2.306,2070,ssp245
-27.253521,213.75,2.444,2070,ssp245
-27.253521,223.75,2.508,2070,ssp245
-27.253521,233.75,2.059,2070,ssp245
-27.253521,243.75,1.864,2070,ssp245
-27.253521,253.75,1.86,2070,ssp245
-27.253521,263.75,1.463,2070,ssp245
-27.253521,273.75,1.019,2070,ssp245
-27.253521,283.75,0.826,2070,ssp245
-27.253521,293.75,2.821,2070,ssp245
-27.253521,303.75,3.047,2070,ssp245
-27.253521,313.75,2.29,2070,ssp245
-27.253521,323.75,2.087,2070,ssp245
-27.253521,333.75,1.992,2070,ssp245
-27.253521,343.75,1.637,2070,ssp245
-27.253521,353.75,1.351,2070,ssp245
-22.1831,3.75,1.583,2070,ssp245
-22.1831,13.75,2.658,2070,ssp245
-22.1831,23.75,3.725,2070,ssp245
-22.1831,33.75,2.538,2070,ssp245
-22.1831,43.75,2.516,2070,ssp245
-22.1831,53.75,1.758,2070,ssp245
-22.1831,63.75,1.633,2070,ssp245
-22.1831,73.75,1.462,2070,ssp245
-22.1831,83.75,1.302,2070,ssp245
-22.1831,93.75,1.323,2070,ssp245
-22.1831,103.75,1.527,2070,ssp245
-22.1831,113.75,1.765,2070,ssp245
-22.1831,123.75,2.299,2070,ssp245
-22.1831,133.75,2.23,2070,ssp245
-22.1831,143.75,2.482,2070,ssp245
-22.1831,153.75,2.45,2070,ssp245
-22.1831,163.75,2.222,2070,ssp245
-22.1831,173.75,1.999,2070,ssp245
-22.1831,183.75,2.083,2070,ssp245
-22.1831,193.75,2.39,2070,ssp245
-22.1831,203.75,2.665,2070,ssp245
-22.1831,213.75,2.615,2070,ssp245
-22.1831,223.75,2.192,2070,ssp245
-22.1831,233.75,1.804,2070,ssp245
-22.1831,243.75,1.726,2070,ssp245
-22.1831,253.75,1.485,2070,ssp245
-22.1831,263.75,1.213,2070,ssp245
-22.1831,273.75,0.985,2070,ssp245
-22.1831,283.75,0.918,2070,ssp245
-22.1831,293.75,3.229,2070,ssp245
-22.1831,303.75,3.445,2070,ssp245
-22.1831,313.75,2.896,2070,ssp245
-22.1831,323.75,1.668,2070,ssp245
-22.1831,333.75,1.37,2070,ssp245
-22.1831,343.75,1.124,2070,ssp245
-22.1831,353.75,1.213,2070,ssp245
-17.112675,3.75,2.165,2070,ssp245
-17.112675,13.75,2.763,2070,ssp245
-17.112675,23.75,3.423,2070,ssp245
-17.112675,33.75,2.848,2070,ssp245
-17.112675,43.75,2.445,2070,ssp245
-17.112675,53.75,2.022,2070,ssp245
-17.112675,63.75,1.978,2070,ssp245
-17.112675,73.75,1.863,2070,ssp245
-17.112675,83.75,1.856,2070,ssp245
-17.112675,93.75,1.773,2070,ssp245
-17.112675,103.75,1.718,2070,ssp245
-17.112675,113.75,1.659,2070,ssp245
-17.112675,123.75,2.246,2070,ssp245
-17.112675,133.75,2.582,2070,ssp245
-17.112675,143.75,2.538,2070,ssp245
-17.112675,153.75,2.379,2070,ssp245
-17.112675,163.75,2.095,2070,ssp245
-17.112675,173.75,2.028,2070,ssp245
-17.112675,183.75,2.213,2070,ssp245
-17.112675,193.75,2.39,2070,ssp245
-17.112675,203.75,2.378,2070,ssp245
-17.112675,213.75,2.22,2070,ssp245
-17.112675,223.75,1.905,2070,ssp245
-17.112675,233.75,1.695,2070,ssp245
-17.112675,243.75,1.602,2070,ssp245
-17.112675,253.75,1.415,2070,ssp245
-17.112675,263.75,1.26,2070,ssp245
-17.112675,273.75,1.107,2070,ssp245
-17.112675,283.75,1.72,2070,ssp245
-17.112675,293.75,3.576,2070,ssp245
-17.112675,303.75,3.422,2070,ssp245
-17.112675,313.75,3.01,2070,ssp245
-17.112675,323.75,1.696,2070,ssp245
-17.112675,333.75,1.363,2070,ssp245
-17.112675,343.75,1.463,2070,ssp245
-17.112675,353.75,1.764,2070,ssp245
-12.0422535,3.75,2.268,2070,ssp245
-12.0422535,13.75,2.444,2070,ssp245
-12.0422535,23.75,2.876,2070,ssp245
-12.0422535,33.75,3.0,2070,ssp245
-12.0422535,43.75,2.206,2070,ssp245
-12.0422535,53.75,2.152,2070,ssp245
-12.0422535,63.75,2.214,2070,ssp245
-12.0422535,73.75,2.066,2070,ssp245
-12.0422535,83.75,1.939,2070,ssp245
-12.0422535,93.75,1.736,2070,ssp245
-12.0422535,103.75,1.846,2070,ssp245
-12.0422535,113.75,2.121,2070,ssp245
-12.0422535,123.75,2.393,2070,ssp245
-12.0422535,133.75,2.495,2070,ssp245
-12.0422535,143.75,2.431,2070,ssp245
-12.0422535,153.75,2.238,2070,ssp245
-12.0422535,163.75,2.046,2070,ssp245
-12.0422535,173.75,2.105,2070,ssp245
-12.0422535,183.75,2.216,2070,ssp245
-12.0422535,193.75,2.111,2070,ssp245
-12.0422535,203.75,1.963,2070,ssp245
-12.0422535,213.75,1.849,2070,ssp245
-12.0422535,223.75,1.777,2070,ssp245
-12.0422535,233.75,1.831,2070,ssp245
-12.0422535,243.75,1.791,2070,ssp245
-12.0422535,253.75,1.701,2070,ssp245
-12.0422535,263.75,1.771,2070,ssp245
-12.0422535,273.75,2.118,2070,ssp245
-12.0422535,283.75,2.996,2070,ssp245
-12.0422535,293.75,3.55,2070,ssp245
-12.0422535,303.75,3.387,2070,ssp245
-12.0422535,313.75,2.917,2070,ssp245
-12.0422535,323.75,1.997,2070,ssp245
-12.0422535,333.75,1.77,2070,ssp245
-12.0422535,343.75,1.923,2070,ssp245
-12.0422535,353.75,2.084,2070,ssp245
-6.9718313,3.75,2.232,2070,ssp245
-6.9718313,13.75,2.546,2070,ssp245
-6.9718313,23.75,3.071,2070,ssp245
-6.9718313,33.75,3.065,2070,ssp245
-6.9718313,43.75,2.178,2070,ssp245
-6.9718313,53.75,2.354,2070,ssp245
-6.9718313,63.75,2.425,2070,ssp245
-6.9718313,73.75,2.336,2070,ssp245
-6.9718313,83.75,2.19,2070,ssp245
-6.9718313,93.75,2.05,2070,ssp245
-6.9718313,103.75,1.991,2070,ssp245
-6.9718313,113.75,2.319,2070,ssp245
-6.9718313,123.75,2.536,2070,ssp245
-6.9718313,133.75,2.497,2070,ssp245
-6.9718313,143.75,2.459,2070,ssp245
-6.9718313,153.75,2.17,2070,ssp245
-6.9718313,163.75,2.095,2070,ssp245
-6.9718313,173.75,2.103,2070,ssp245
-6.9718313,183.75,2.054,2070,ssp245
-6.9718313,193.75,2.007,2070,ssp245
-6.9718313,203.75,1.919,2070,ssp245
-6.9718313,213.75,1.964,2070,ssp245
-6.9718313,223.75,2.056,2070,ssp245
-6.9718313,233.75,2.255,2070,ssp245
-6.9718313,243.75,2.243,2070,ssp245
-6.9718313,253.75,2.253,2070,ssp245
-6.9718313,263.75,2.433,2070,ssp245
-6.9718313,273.75,2.712,2070,ssp245
-6.9718313,283.75,3.056,2070,ssp245
-6.9718313,293.75,3.31,2070,ssp245
-6.9718313,303.75,3.328,2070,ssp245
-6.9718313,313.75,3.328,2070,ssp245
-6.9718313,323.75,2.509,2070,ssp245
-6.9718313,333.75,2.059,2070,ssp245
-6.9718313,343.75,2.09,2070,ssp245
-6.9718313,353.75,2.156,2070,ssp245
-1.9014084,3.75,2.273,2070,ssp245
-1.9014084,13.75,2.676,2070,ssp245
-1.9014084,23.75,2.961,2070,ssp245
-1.9014084,33.75,2.83,2070,ssp245
-1.9014084,43.75,2.475,2070,ssp245
-1.9014084,53.75,2.557,2070,ssp245
-1.9014084,63.75,2.517,2070,ssp245
-1.9014084,73.75,2.417,2070,ssp245
-1.9014084,83.75,2.298,2070,ssp245
-1.9014084,93.75,2.072,2070,ssp245
-1.9014084,103.75,2.297,2070,ssp245
-1.9014084,113.75,2.449,2070,ssp245
-1.9014084,123.75,2.588,2070,ssp245
-1.9014084,133.75,2.419,2070,ssp245
-1.9014084,143.75,2.152,2070,ssp245
-1.9014084,153.75,1.95,2070,ssp245
-1.9014084,163.75,1.884,2070,ssp245
-1.9014084,173.75,1.899,2070,ssp245
-1.9014084,183.75,1.969,2070,ssp245
-1.9014084,193.75,2.065,2070,ssp245
-1.9014084,203.75,2.064,2070,ssp245
-1.9014084,213.75,2.254,2070,ssp245
-1.9014084,223.75,2.381,2070,ssp245
-1.9014084,233.75,2.708,2070,ssp245
-1.9014084,243.75,2.845,2070,ssp245
-1.9014084,253.75,2.951,2070,ssp245
-1.9014084,263.75,2.921,2070,ssp245
-1.9014084,273.75,2.688,2070,ssp245
-1.9014084,283.75,2.844,2070,ssp245
-1.9014084,293.75,3.169,2070,ssp245
-1.9014084,303.75,3.311,2070,ssp245
-1.9014084,313.75,2.461,2070,ssp245
-1.9014084,323.75,2.173,2070,ssp245
-1.9014084,333.75,2.214,2070,ssp245
-1.9014084,343.75,2.236,2070,ssp245
-1.9014084,353.75,2.312,2070,ssp245
3.169014,3.75,2.124,2070,ssp245
3.169014,13.75,2.769,2070,ssp245
3.169014,23.75,3.012,2070,ssp245
3.169014,33.75,2.454,2070,ssp245
3.169014,43.75,2.493,2070,ssp245
3.169014,53.75,2.612,2070,ssp245
3.169014,63.75,2.529,2070,ssp245
3.169014,73.75,2.419,2070,ssp245
3.169014,83.75,2.364,2070,ssp245
3.169014,93.75,2.316,2070,ssp245
3.169014,103.75,2.271,2070,ssp245
3.169014,113.75,2.4,2070,ssp245
3.169014,123.75,2.248,2070,ssp245
3.169014,133.75,1.952,2070,ssp245
3.169014,143.75,2.009,2070,ssp245
3.169014,153.75,2.033,2070,ssp245
3.169014,163.75,2.007,2070,ssp245
3.169014,173.75,2.019,2070,ssp245
3.169014,183.75,2.103,2070,ssp245
3.169014,193.75,2.181,2070,ssp245
3.169014,203.75,2.179,2070,ssp245
3.169014,213.75,2.278,2070,ssp245
3.169014,223.75,2.414,2070,ssp245
3.169014,233.75,2.665,2070,ssp245
3.169014,243.75,2.762,2070,ssp245
3.169014,253.75,2.81,2070,ssp245
3.169014,263.75,2.614,2070,ssp245
3.169014,273.75,2.477,2070,ssp245
3.169014,283.75,2.789,2070,ssp245
3.169014,293.75,3.356,2070,ssp245
3.169014,303.75,3.046,2070,ssp245
3.169014,313.75,2.035,2070,ssp245
3.169014,323.75,2.052,2070,ssp245
3.169014,333.75,2.222,2070,ssp245
3.169014,343.75,2.177,2070,ssp245
3.169014,353.75,2.163,2070,ssp245
8.239437,3.75,2.866,2070,ssp245
8.239437,13.75,2.696,2070,ssp245
8.239437,23.75,2.736,2070,ssp245
8.239437,33.75,2.695,2070,ssp245
8.239437,43.75,2.815,2070,ssp245
8.239437,53.75,2.825,2070,ssp245
8.239437,63.75,2.658,2070,ssp245
8.239437,73.75,2.424,2070,ssp245
8.239437,83.75,2.274,2070,ssp245
8.239437,93.75,2.361,2070,ssp245
8.239437,103.75,2.227,2070,ssp245
8.239437,113.75,2.193,2070,ssp245
8.239437,123.75,2.328,2070,ssp245
8.239437,133.75,2.28,2070,ssp245
8.239437,143.75,2.274,2070,ssp245
8.239437,153.75,2.332,2070,ssp245
8.239437,163.75,2.358,2070,ssp245
8.239437,173.75,2.372,2070,ssp245
8.239437,183.75,2.28,2070,ssp245
8.239437,193.75,2.211,2070,ssp245
8.239437,203.75,2.156,2070,ssp245
8.239437,213.75,2.123,2070,ssp245
8.239437,223.75,2.183,2070,ssp245
8.239437,233.75,2.261,2070,ssp245
8.239437,243.75,2.294,2070,ssp245
8.239437,253.75,2.289,2070,ssp245
8.239437,263.75,2.287,2070,ssp245
8.239437,273.75,2.515,2070,ssp245
8.239437,283.75,2.612,2070,ssp245
8.239437,293.75,2.995,2070,ssp245
8.239437,303.75,2.064,2070,ssp245
8.239437,313.75,1.937,2070,ssp245
8.239437,323.75,1.882,2070,ssp245
8.239437,333.75,2.03,2070,ssp245
8.239437,343.75,1.982,2070,ssp245
8.239437,353.75,2.895,2070,ssp245
13.309858,3.75,2.946,2070,ssp245
13.309858,13.75,2.737,2070,ssp245
13.309858,23.75,2.331,2070,ssp245
13.309858,33.75,2.43,2070,ssp245
13.309858,43.75,2.905,2070,ssp245
13.309858,53.75,2.795,2070,ssp245
13.309858,63.75,2.596,2070,ssp245
13.309858,73.75,2.564,2070,ssp245
13.309858,83.75,2.215,2070,ssp245
13.309858,93.75,2.29,2070,ssp245
13.309858,103.75,2.433,2070,ssp245
13.309858,113.75,2.149,2070,ssp245
13.309858,123.75,2.252,2070,ssp245
13.309858,133.75,2.403,2070,ssp245
13.309858,143.75,2.473,2070,ssp245
13.309858,153.75,2.532,2070,ssp245
13.309858,163.75,2.615,2070,ssp245
13.309858,173.75,2.608,2070,ssp245
13.309858,183.75,2.468,2070,ssp245
13.309858,193.75,2.29,2070,ssp245
13.309858,203.75,2.172,2070,ssp245
13.309858,213.75,2.154,2070,ssp245
13.309858,223.75,2.179,2070,ssp245
13.309858,233.75,2.226,2070,ssp245
13.309858,243.75,2.394,2070,ssp245
13.309858,253.75,2.536,2070,ssp245
13.309858,263.75,2.468,2070,ssp245
13.309858,273.75,2.593,2070,ssp245
13.309858,283.75,1.899,2070,ssp245
13.309858,293.75,1.913,2070,ssp245
13.309858,303.75,1.868,2070,ssp245
13.309858,313.75,1.81,2070,ssp245
13.309858,323.75,2.008,2070,ssp245
13.309858,333.75,2.035,2070,ssp245
13.309858,343.75,2.453,2070,ssp245
13.309858,353.75,3.387,2070,ssp245
18.380281,3.75,3.691,2070,ssp245
18.380281,13.75,3.923,2070,ssp245
18.380281,23.75,3.339,2070,ssp245
18.380281,33.75,2.716,2070,ssp245
18.380281,43.75,3.406,2070,ssp245
18.380281,53.75,3.19,2070,ssp245
18.380281,63.75,2.558,2070,ssp245
18.380281,73.75,2.865,2070,ssp245
18.380281,83.75,2.492,2070,ssp245
18.380281,93.75,2.527,2070,ssp245
18.380281,103.75,2.29,2070,ssp245
18.380281,113.75,2.144,2070,ssp245
18.380281,123.75,2.229,2070,ssp245
18.380281,133.75,2.37,2070,ssp245
18.380281,143.75,2.483,2070,ssp245
18.380281,153.75,2.561,2070,ssp245
18.380281,163.75,2.702,2070,ssp245
18.380281,173.75,2.822,2070,ssp245
18.380281,183.75,2.786,2070,ssp245
18.380281,193.75,2.515,2070,ssp245
18.380281,203.75,2.267,2070,ssp245
18.380281,213.75,2.053,2070,ssp245
18.380281,223.75,2.091,2070,ssp245
18.380281,233.75,2.165,2070,ssp245
18.380281,243.75,2.248,2070,ssp245
18.380281,253.75,2.575,2070,ssp245
18.380281,263.75,2.43,2070,ssp245
18.380281,273.75,2.304,2070,ssp245
18.380281,283.75,2.361,2070,ssp245
18.380281,293.75,2.167,2070,ssp245
18.380281,303.75,1.89,2070,ssp245
18.380281,313.75,1.535,2070,ssp245
18.380281,323.75,1.592,2070,ssp245
18.380281,333.75,1.834,2070,ssp245
18.380281,343.75,2.445,2070,ssp245
18.380281,353.75,3.831,2070,ssp245
23.450703,3.75,4.054,2070,ssp245
23.450703,13.75,4.05,2070,ssp245
23.450703,23.75,3.709,2070,ssp245
23.450703,33.75,3.056,2070,ssp245
23.450703,43.75,3.689,2070,ssp245
23.450703,53.75,3.033,2070,ssp245
23.450703,63.75,2.73,2070,ssp245
23.450703,73.75,3.296,2070,ssp245
23.450703,83.75,2.981,2070,ssp245
23.450703,93.75,2.936,2070,ssp245
23.450703,103.75,2.308,2070,ssp245
23.450703,113.75,2.524,2070,ssp245
23.450703,123.75,2.276,2070,ssp245
23.450703,133.75,2.44,2070,ssp245
23.450703,143.75,2.295,2070,ssp245
23.450703,153.75,2.248,2070,ssp245
